train,condition,language,model,r1,r2,r3,r_mean,r_sd
main,experimental,Hindi,mt5_large,0.06417801377198683,0.11212051730094916,-0.18257844071017745,-0.03522896170461415,0.1473494790055633
main,experimental,Hindi,mgpt,0.32631072497962677,0.02647640840363592,-0.12004135672702562,-0.04678247416169485,0.07325888256533078
main,experimental,Hindi,xglm_small,-0.06405667902705041,0.028719779171058942,-0.19602824600718058,-0.08365423341806082,0.11237401258911976
main,experimental,Hindi,xglm_med,-0.032973656619304306,0.04407156686759205,-0.33227607254005515,-0.14410225283623154,0.1881738197038236
main,experimental,Hindi,xglm_large,-0.06801292308219893,-0.026610626171939097,-0.2938515072574274,-0.16023106671468326,0.13362044054274416
main,experimental,Hindi,xglm_xl,0.027786091962228705,-0.01619679264041028,-0.11684345708485372,-0.066520124862632,0.05032333222222172
pereira,experimental,Hindi,nllb200_distilled_600M,-0.12135282778090542,0.08410614280100584,-0.043682031757924206,0.020212055521540817,0.06389408727946502
pereira,experimental,Hindi,nllb200_distilled_1B,-0.11437524302777524,-0.03505435600422687,-0.21106056671943071,-0.1230574613618288,0.08800310535760192
pereira,experimental,Hindi,nllb200_1B,-0.025901036833366142,-0.03207175393578997,-0.0007983531627946604,-0.016435053549292315,0.015636700386497653
pereira,experimental,Hindi,xlm_align,-0.11692285096557238,0.16873385948438116,-0.22833274296980619,-0.029799441742712512,0.19853330122709367
pereira,experimental,Hindi,infoxlm_base,-0.14619367886164777,0.09543785600346764,-0.13332188302569295,-0.018942013511112653,0.11437986951458029
pereira,experimental,Hindi,infoxlm_large,-0.10944622415097388,0.19394215671256512,-0.0804917256449212,0.05672521553382196,0.13721694117874317
pereira,experimental,Hindi,multiminilm,-0.16512553936262103,0.1264582672371402,-0.22247929154251284,-0.04801051215268631,0.17446877938982652
pereira,experimental,Hindi,xlmr_base,0.047129878439106855,0.13311445994068327,-0.10355556019287132,0.014779449873905975,0.1183350100667773
pereira,experimental,Hindi,xlmr_large,-0.23629378287904537,0.10788647756784116,-0.05367483807183248,0.02710581974800434,0.08078065781983682
pereira,experimental,Hindi,distilmbert,0.06652292481747335,-0.09013248430143048,-0.29975763700931807,-0.19494506065537426,0.1048125763539438
pereira,experimental,Hindi,bert_base,-0.014131609662143652,0.2135087888596235,-0.11685790887979465,0.04832543998991442,0.16518334886970906
pereira,experimental,Hindi,mdeberta,-0.023313297608133894,0.051527468375067664,-0.15481741896467474,-0.05164497529480354,0.1031724436698712
pereira,experimental,Hindi,mt5_small,-0.08830328143327716,-0.028841280218037894,0.06710995437610634,0.019134337079034225,0.047975617297072115
pereira,experimental,Hindi,mt5_base,-0.2290704027273836,0.05305533550296697,0.00428444826436773,0.02866989188366735,0.024385443619299618
pereira,experimental,Hindi,mt5_large,-0.04223328708701133,-0.0326183941600019,-0.21948606998534503,-0.12605223207267346,0.09343383791267157
pereira,experimental,Hindi,mgpt,0.03997654301768389,0.20289193140098846,0.20606112161898413,0.2044765265099863,0.0015845951089978327
pereira,experimental,Hindi,xglm_small,0.1451995712591583,0.19499169388575072,0.40188796424142526,0.298439829063588,0.10344813517783727
pereira,experimental,Hindi,xglm_med,0.012032679960459975,-0.038349440410787916,-0.010812714491786281,-0.024581077451287098,0.013768362959500818
pereira,experimental,Hindi,xglm_large,-0.16550813704767078,-0.042659301623090604,-0.2023709309053376,-0.1225151162642141,0.07985581464112348
pereira,experimental,Hindi,xglm_xl,0.12036239348104505,0.06436146277258406,0.08027724740244349,0.07231935508751378,0.007957892314929715
control,experimental,Hindi,nllb200_distilled_600M,0.041868008240539774,0.05826276846024548,0.0818085315392276,0.07003564999973654,0.011772881539491058
control,experimental,Hindi,nllb200_distilled_1B,0.12232745653729349,0.09591220415231384,-0.06771231050863837,0.014099946821837739,0.0818122573304761
control,experimental,Hindi,nllb200_1B,0.06964892097592988,-0.053952194426027805,0.03751986015631297,-0.008216167134857417,0.04573602729117039
control,experimental,Hindi,xlm_align,0.03867524397401176,-0.046271789306474485,-0.0829679756693828,-0.06461988248792865,0.018348093181454157
control,experimental,Hindi,infoxlm_base,0.16573993461059225,-0.05079961170151069,-0.04500088716746594,-0.04790024943448831,0.0028993622670223755
control,experimental,Hindi,infoxlm_large,0.21213254897858091,-0.0840141622174034,0.041404125390671676,-0.021305018413365864,0.06270914380403754
control,experimental,Hindi,multiminilm,0.08468753851865299,-0.017356650574982608,-0.228304092308314,-0.12283037144164831,0.10547372086666569
control,experimental,Hindi,xlmr_base,0.05150709101447883,0.019970372162733802,-0.030190528036767847,-0.005110077937017022,0.025080450099750823
control,experimental,Hindi,xlmr_large,0.23898002029676552,0.015408902605910128,-0.029545049244260577,-0.007068073319175225,0.022476975925085352
control,experimental,Hindi,distilmbert,-0.02699499979709687,-0.0211826140339721,0.09499651791709594,0.03690695194156192,0.05808956597553402
control,experimental,Hindi,bert_base,-0.09350542844856431,0.027124466226977496,0.03544522224260662,0.03128484423479206,0.0041603780078145625
control,experimental,Hindi,mdeberta,0.07374021970194113,0.044975088774582624,0.16489747903286076,0.10493628390372169,0.05996119512913907
